,thread_id,thread_title,thread_link,thread_author,thread_startDate,thread_replies,thread_views,post_id,post_username,post_userTitle,post_userNbMessages,post_userLikesReceived,post_userTrophyPoints,post_DateTime,post_like,post_agree,post_useful,post_funny,post_informative,post_friendly,post_optimistic,post_hug,post_number,post_messageText,post_quoteText
10563,thread-162245,Reverse Your Diabetes & Reverse Your Diabetes Diet by Dr David Cavan,https://www.diabetes.co.uk/forum/threads/reverse-your-diabetes-reverse-your-diabetes-diet-by-dr-david-cavan.162245/,carol43,"Mar 13, 2019",20,"1,180",post-2007114,lucylocket61,Type 2 Well-Known Member,"3,484","1,364",178.0,"Mar 14, 2019 at 12:41 PM",0,0,0,0,0,0,0,0,#19,"Thank you for that, I didnt realise someone can have good figures and still get complications. Its a learning curve, itsn it : )","DCUKMod said: @lucylocket61 - I wouldn't immediately assume because someone has some retinopathy that they are taking meds and have poor control. Since diagnose 5.5 years ago, I have never had an A1c in the diabetic range. These are my historic result, including a test run on Friday. I also do ad-hoc A1cNow+ tests showing my numbers don't vary muvh between lab tests: HbA1c: October 13: 73 or 8.8% (How did that happen?) February 14: 37 or 5.5% May 14: 34 or 5.3% August 14: 32 or 5.1% November 14: 33 or 5.1% May 15: 31 or 5.0% October 15: 33 or 5.1% September 16: 31 or 5.0% November 17: 33 or 5.1% March 18: A ""bonus"", unexpected test due to other bloods - 30 or 4.9%. I joined the 4s club! I hadn't expected a reduction, having got used to toggling 33<>31<>33<>31 for the last 3 years, literally. March 19: 27 or 4.6% Another surprising reduction. Why do I say this? I say this becuase at my last retinopathy scrrening, in May last year, I had a letter reporting retinopthay changes. I was checked again by a different opthalmologist a couple of weeks later, who found nothing. My result could have been a glitch, or an artefact on the image, or the issue could have cleared in that time. I don't take diabetes meds, and never have. However, I think you'll agree the retinopathy was a bit left field for me. It could be the same for h er. We have no way of knowing. Click to expand..."
97643,thread-116059,"Good BG numbers, but still....",https://www.diabetes.co.uk/forum/threads/good-bg-numbers-but-still.116059/,KitSileya,"Feb 10, 2017",6,446,post-1381017,KitSileya,Type 2 Well-Known Member,49,69,58.0,"Feb 10, 2017 at 11:00 PM",1,0,0,0,0,0,0,0,#5,"@bulkbiker Thanks for the reminder! I tried to sign up with another nick previously, but the email addy didn't work with the forum. I couldn't get the confirmation email, so while I could log in and set up my profile, I couldn't post. I had to abandon that identity and try again. Yes, I am a 41-year old no meds type 2, diagnosed, I think, very early. My HbA1c before Christmas was 6.3%, and in January it was 6.6%. My hope is that it was caught early, anyway, because that would mean I haven't had prolonged exposure to high BG levels. Here's to hoping, I guess.",
228914,thread-27617,How does stress affect diabetes.,https://www.diabetes.co.uk/forum/threads/how-does-stress-affect-diabetes.27617/,sue1959,"Mar 12, 2012",9,"2,693",post-255095,xyzzy,Other Well-Known Member,"2,950",767,153.0,"Mar 12, 2012 at 12:38 PM",0,0,0,0,0,0,0,0,#4,Yes stress effects mine quite considerably. BG's are worse on Mondays by about +1 on average and if I have a stressful conference call or say get stuck in traffic and then it looks like I'll be late for meetings my BG's will rocket. Apparently its your evolutionary flight response. In stressful situations your brain instructs your liver to dump to glucose so that you have energy if you need to run away. You then need to generate an insulin response to mop it up which of course as Type 2's is the problem. I use to not really think about it but nowadays I try and avoid stressful situations whenever I can.,
86842,thread-120962,background retinopathy,https://www.diabetes.co.uk/forum/threads/background-retinopathy.120962/,barakiah,"May 18, 2017",1,265,post-1467195,JohnEGreen,Other Expert,"8,122","18,613",198.0,"May 18, 2017 at 6:52 PM",0,0,0,0,0,0,0,0,#2,"It has been known to, particularly with tight control of blood sugar levels although to be honest mine has not so far.",
195825,thread-50940,Review,https://www.diabetes.co.uk/forum/threads/review.50940/,spanglegem,"Jan 7, 2014",9,967,post-459867,spanglegem,Member,11,5,23.0,"Jan 7, 2014 at 6:17 PM",0,0,0,0,0,0,0,0,#3,"Thanks for that Rizzo, that's what I'm thinking regarding testing. Guess I'll have to use the money I save by not buying chocolate to buy test strips etc! Spanglegem.","rizzo said: I saw a GP at my surgery who I'd never previously seen before and he complimented me on my bg control. Then I asked for a prescription for more test strips. He agreed but commented that NHS advice was that T2 patients don't need to test as it didn't make any difference! I told him that testing was how I'd managed to get good control of my diabetes. In the end he agreed that I could have strips 3 or 4 times a year. I decided to buy a meter with cheap strips. I use a Codefree meter and strips are only about 14-15 for 100. It isn't ideal, but it avoids having arguments with your GP about the issue. Click to expand..."
227994,thread-28093,Is it possible...,https://www.diabetes.co.uk/forum/threads/is-it-possible.28093/,Defren,"Mar 28, 2012",50,"2,335",post-260331,phoenix,Type 1 Expert,"5,671","3,668",178.0,"Mar 30, 2012 at 9:06 AM",0,0,0,0,0,0,0,0,#28,"According to Amazon my copy has arrived in France and is in the hands of La Poste so I should get it in the next few days. (I do like their new package tracker, it tells me that the other book I ordered at the same time has arrived at my local Town and is 'out for delivery' so I better not go out this morning)","""Why Calories Count"" by Marion Nestle which is a brilliant insight into the history, science and politics of calories, including detailed information about how BMR and RMR are calculated, and where the standard 2000kcal a day numbers come from. I thoroughly recommend it Click to expand..."
71295,thread-127847,Cure for chocolate craving,https://www.diabetes.co.uk/forum/threads/cure-for-chocolate-craving.127847/,Michelle_BBB,"Oct 14, 2017",10,"2,466",post-1588144,Michelle_BBB,Prediabetes Active Member,29,32,13.0,"Oct 14, 2017 at 9:35 PM",0,0,0,0,0,0,0,1,#1,"Agggghhhhh sitting here on a Saturday night, avoiding Facebook in case I see a video of something delicious being made .... I have grapes and seeds at hand but they are not working well",
184658,thread-58514,"What causes Diabetes, type 1 and 2..",https://www.diabetes.co.uk/forum/threads/what-causes-diabetes-type-1-and-2.58514/,CR00,"May 19, 2014",13,"1,701",post-546240,Daibell,LADA Master,"10,519","6,592",298.0,"May 19, 2014 at 2:47 PM",4,0,0,0,0,0,0,0,#7,"Hi. I'm not aware of any scientific evidence that fat in the blood is a cause of T2. However, excess distributed body fat is a well-known cause of T2 due to insulin resistance. Excess distributed body fat does not result from eating too much fat but typically due to eating too many carbs. So, in summary your friend is wrong and I think may be confusing excess body fat with fat in the blood stream",
42375,thread-147575,Where do I go from here?,https://www.diabetes.co.uk/forum/threads/where-do-i-go-from-here.147575/,cmor16,"May 20, 2018",29,"1,467",post-1788013,Alexandra100,Prefer not to say Well-Known Member,"2,897","1,212",198.0,"May 22, 2018 at 2:07 PM",2,0,0,0,0,0,0,0,#26,"I assure you, I didn't slim down overnight either. But each time I got a little bit thinner it was a new thrill. Nowadays, with a low carb and highish protein & fat diet I am just not tempted to over-eat or eat too often.",cmor16 said: I think it may quite some time before I'm like a greyhound Alexandra! Click to expand...
207758,thread-41414,Help while waiting for doctors appointment,https://www.diabetes.co.uk/forum/threads/help-while-waiting-for-doctors-appointment.41414/,0wlface,"May 17, 2013",8,"1,218",post-383609,flashsusie,Member,9,0,21.0,"May 17, 2013 at 4:23 PM",0,0,0,0,0,0,0,0,#5,"Hello I had all those symptoms a couple of months ago. So decided to contact my GP and ask could I book in for a blood test to rule out Diabetes. The GP agreed and I went and had the blood test at 10.00am and at 18.00 hrs she was ringing me at home to say my bm was 27! Yes I had type 2 Diabetes. I was immediately booked in to see the Diabetic Nurse within 48 hrs and was given Metformin tabs and some diet sheets, and the chance to ask any questions. It was a shock ,but I kind of prepared myself for the bad news. I am quite good at knowing what the right thing is to eat, in the past I have just overindulged and eaten too much, been overweight for too many years. However since Xmas I had been eating healthily and had lost 2 stone, but the increased thirst and going to wee every hour was not right for me! I lost 7lbs the week before I was diagnosed. I can understand its a scary time for you, but the sooner you see a GP and get the blood test done then help will be at hand. There is so much info available and the Diabetes .co.uk ( this website ) has the answers to most of it. The Walk-in Centre should have been able to at least check your bm ( blood sugars) with a finger prick test and if you were above 12 they can often refer you to your GP and ask that you see someone same day. I would try and see any GP at your surgery next week asap and try not to worry too much. It is a lifestyle change but everyone reacts differently and you can do things at a pace that is right for you. I hope you get the blood test soon and if it is positive there is help to make you feel better. Soon as I started taking the tablets I feel 100% better, more energy, not feeling thirsty, nothaving to get up 6 times a night for a wee! Sleeping better and I have an answer to why I had been feeling so awful. Good luck and let us know how you do.",
10601,thread-162250,Blood tests,https://www.diabetes.co.uk/forum/threads/blood-tests.162250/,Debandez,"Mar 13, 2019",15,652,post-2007026,,Other Moderator,"17,326","31,730",298.0,"Mar 14, 2019 at 10:33 AM",0,0,0,0,2,0,0,0,#12,"In my test, the normal results were 'under 200 for pre-menopausal, and under 300 for men and post meno women'. Hi @Debandez I am in the same boat as you, with somewhat raised ferritin levels for a pre-menopausal woman. Your doc should contact you and suggest further tests. If they don't, then chase it. My doc ordered a raft of blood tests, all came back 'normal' except for one where the sample had been unsuitable. No further action required, said doc. Not even a retest for the corrupted ferritin sample. Which was a bit frustrating. So I am going to monitor things myself. There is a history of high ferritin in the family, but no genetic connection has yet been found (my father had tests), but that is hardly conclusive when you consider how many genes have not yet been mapped. Women who have a tendency towards high ferritin (it is often genetic) can see the numbers trend upwards after menopause, when they were OK before that - so it definitely needs watching. I am 52, so I am in the 'watch with care' age band. If you do a bit of reading, you can find some fascinating facts, including stuff like Vit C intake is fundamentally linked to iron intake. This means that by eating Vit C foods alongside or NOT alongside iron containing foods, you can increase or decrease your absorption of iron, which then affects your ferritin levels. As @Winnie53 says, donating blood is a fab way to lower ferritin levels, and in fact it is the usual treatment for high ferritin. However, it is far better to find out WHY they are raised, than just book in for a blood donation without understanding the cause for the high levels.",
55690,thread-135705,"Accuchek meter spoils tests, possible fix",https://www.diabetes.co.uk/forum/threads/accuchek-meter-spoils-tests-possible-fix.135705/,sunnybouy77,"Feb 9, 2018",11,615,post-1693767,Bluetit1802,Type 2 (in remission!) Guru,"24,059","30,031",298.0,"Feb 9, 2018 at 10:25 PM",0,0,0,0,0,0,0,0,#9,"I rarely manage a good sized drop of blood. I struggle with this, but I have used the Accu Chek Mobile for 4 years and never had a problem getting enough on the strip. I hardly had any failed tests despite a tiny drop of blood. I agree though that there is a particular knack to using them, and this knack doesn't work with the tabs!","Jaylee said: There alway always seemed a knack with this idevidual cassette design anyway.? The key was a good sized bead of blood. As opposed to strips that are set up for minimal amounts of blood letting. Ironically the new ""tabs"" must have been thought up as a simple ""solution"" to previous fouled tests due to not enough blood.. Of course, this is just my personal take on it.. Click to expand..."
64950,thread-130386,Jump of 4.2 after lunch!,https://www.diabetes.co.uk/forum/threads/jump-of-4-2-after-lunch.130386/,cherrydarling_,"Dec 4, 2017",57,"2,221",post-1638734,lucylocket61,Type 2 Well-Known Member,"3,484","1,365",178.0,"Dec 5, 2017 at 4:51 PM",0,5,0,0,0,0,0,0,#24,"I think its far too early in @cherrydarling 's diabetic journey to be talking about ditching bread etc. Ditching a whole food group on the strength of one test in the first week or so of testing is overkill, in my opinion. Yes, some people cant eat grains. Some of us, including me, can. its down to our individual reactions after testing and tweaking. Also, the ham I buy has no sugar in. We dont know what sort of ham the op buys. l",
194310,thread-52159,Change in Carb to Insulin Ratio,https://www.diabetes.co.uk/forum/threads/change-in-carb-to-insulin-ratio.52159/,ShellyC23,"Jan 29, 2014",4,916,post-472151,ShellyC23,LADA Well-Known Member,169,89,68.0,"Jan 29, 2014 at 6:50 AM",0,0,0,0,0,0,0,0,#2,I should have said this meal was a rare treat as its only once in a blue moon I have fish and chips which was why it was so carefully calculated Sent from the Diabetes Forum App,
